time,x,y,z,yaw,pitch,roll,speed
5.92,-5.08141,50.7384,0,-1.42666,0,0,1.00E+01
5.94,-5.06291,50.6109,1.52E-08,-1.42666,-2.25E-14,-1.10E-08,1.00E+01
5.96,-5.04453,50.4842,1.52E-08,-1.42666,-2.25E-14,-1.10E-08,1.00E+01
5.98,-5.02626,50.3584,1.52E-08,-1.42666,-2.25E-14,-1.10E-08,1.00E+01
6,-5.0081,50.2333,1.52E-08,-1.42666,-2.25E-14,-1.10E-08,1.00E+01
6.02,-4.99006,50.109,7.60E-09,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
6.04,-4.97214,49.9855,7.60E-09,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
6.06,-4.95432,49.8628,7.60E-09,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
6.08,-4.93663,49.7408,7.60E-09,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
6.1,-4.91905,49.6197,7.60E-09,-1.42666,-1.31E-08,-5.49E-09,1.00E+01
