time,x,y,z,yaw,pitch,roll,speed
4.22,-15.8332,125.573,1.49E-08,-1.43215,-1.53E-20,-9.89E-15,1.00E+00
4.24,-15.8273,125.531,1.49E-08,-1.43215,-1.52E-20,-9.89E-15,1.00E+00
4.26,-15.8213,125.488,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.28,-15.8153,125.445,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.3,-15.8092,125.401,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.32,-15.803,125.357,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.34,-15.7969,125.313,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.36,-15.7906,125.268,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.38,-15.7843,125.223,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.4,-15.778,125.177,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.42,-15.7715,125.131,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.44,-15.7651,125.085,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.46,-15.7585,125.038,7.30E-09,-1.43215,-1.31E-08,5.49E-09,1.00E+00
4.48,-15.752,124.991,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.5,-15.7453,124.944,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.52,-15.7386,124.896,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.54,-15.7319,124.847,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.56,-15.7251,124.799,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.58,-15.7182,124.75,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.6,-15.7113,124.7,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.62,-15.7044,124.65,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.64,-15.6973,124.6,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.66,-15.6903,124.549,1.49E-08,-1.43215,-2.63E-08,2.31E-15,1.00E+00
4.68,-15.6831,124.498,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.7,-15.676,124.446,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.72,-15.6687,124.395,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.74,-15.6614,124.342,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.76,-15.6541,124.29,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.78,-15.6467,124.236,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.8,-15.6392,124.183,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.82,-15.6317,124.129,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.84,-15.6241,124.075,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.86,-15.6165,124.02,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.88,-15.6088,123.965,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.9,-15.601,123.91,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.92,-15.5933,123.854,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.94,-15.5854,123.798,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.96,-15.5775,123.741,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
4.98,-15.5695,123.684,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
5,-15.5615,123.626,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,1.00E+00
5.02,-15.5534,123.568,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.04,-15.5452,123.509,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.06,-15.5368,123.449,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.08,-15.5283,123.389,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.1,-15.5198,123.327,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.12,-15.5111,123.265,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.14,-15.5023,123.202,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.16,-15.4934,123.138,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.18,-15.4844,123.074,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.2,-15.4753,123.008,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.22,-15.466,122.942,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.24,-15.4567,122.875,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.26,-15.4472,122.808,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.28,-15.4377,122.739,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.3,-15.428,122.67,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.32,-15.4182,122.6,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.34,-15.4083,122.529,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.36,-15.3983,122.457,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.38,-15.3882,122.384,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.4,-15.378,122.311,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.42,-15.3676,122.237,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.44,-15.3572,122.162,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.46,-15.3466,122.087,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.48,-15.336,122.01,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.5,-15.3252,121.933,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.52,-15.3143,121.855,7.60E-09,-1.43215,-1.31E-08,-5.49E-09,3.00E+00
5.54,-15.3033,121.776,0,-1.43215,0,0,3.00E+00
5.56,-15.2922,121.696,0,-1.43215,0,0,3.00E+00
5.58,-15.281,121.616,0,-1.43215,0,0,3.00E+00
5.6,-15.2696,121.535,0,-1.43215,0,0,3.00E+00
5.62,-15.2582,121.453,-1.46E-08,-1.43215,-2.25E-14,-1.10E-08,3.00E+00
5.64,-15.2466,121.37,-7.30E-09,-1.43215,1.31E-08,-5.49E-09,3.00E+00
5.66,-15.235,121.286,0,-1.43215,0,0,3.00E+00
5.68,-15.2232,121.202,0,-1.43215,0,0,3.00E+00
